Deutsch_grundform,spanisch_grundform
gratis,gratis
gratuliere,felicito
gross,grande
grossen,grandes
guckst,miras
guckt,mira
gut,bueno
gute,buena
guten,buenos
guter,bueno
gutes,bueno
gutmachen,compensar
hab,tengo
habe,tengo
haben,haber
habt,tenéis
halb,mitad
halbes,mitad
hallo,hola
halt,detén
halte,detén
halten,detener
harmlos,inofensivo
hart,duro
harter,dura
hasse,odio
hasste,odió
hast,tienes
hat,tiene
hatte,tenía
hatten,tenían
hattest,tenías
hause,casa
heben,elevar
heftig,intenso
heilige,santa
heirate,casar
heiraten,casarse
heiss,caliente
heisse,caliente
heissen,llamarse
helfe,ayudo
helfen,ayudar
helft,ayudáis
her,aquí
heran,acercar
heraus,fuera
herausfinden,averiguar
hergebracht,traído
hergestellt,fabricado
herrliche,maravilloso
herstellen,fabricar
herum,alrededor
herunter,abajo
hervorragend,excelente
heulen,llorar
heutige,hoy
hey,hey
hide,esconder
hielt,sostuvo
hier,aquí
hierher,aquí
hierhin,aquí
high,alto
hilfreich,útil
hilft,ayuda
hin,allá
hinlegen,tumbarse
hinsetzen,sentarse
hinten,atrás
hinter,detrás
hinunter,abajo
history,historia
hm,hm
ho,ho
hohe,alta
hol,toma
hole,saco
holen,sacar
holst,sacas
holte,sacó
i,yo
ich,yo
idee,idea
identifiziert,identificado
ihm,él
ihn,él
ihnen,ellos
ihr,ella
ihre,su
ihrem,su
ihren,sus
ihrer,suya
ihres,suyo
im,en el
immer,siempre
immerhin,al menos
in,en
in Kauf nehmen,aceptar
in den Mittelpunkt stellen,poner en el centro
in den Vordergrund treten,avanzar al frente
in die Hand nehmen,tomar el control
in seine Bestandteile zerlegen,descomponer en componentes
indem,mediante
informieren,informar
ins,a
integriert,integrado
intelligent,inteligente
interessant,interesante
interessanter,más interesante
interessiert,interesado
irgendein,algún
irgendeinen,alguno
irgendeiner,alguno
irgendetwas,algo
irgendwann,alguna vez
irgendwas,algo
irgendwelche,algunos
irgendwer,alguien
irgendwie,de alguna manera
irgendwo,en alguna parte
irren,errar
iss,come
ist,es
ja,sí
jagt,caza
jahrelang,durante años
je,alguna vez
jede,cada
jedem,a cada uno
jeden,cada
jeder,cada uno
jedes,cada
jemals,alguna vez
jemand,alguien
jemandem,a alguien
jemanden,alguien
jene,aquellas
jenem,aquel
jener,aquel
jetzt,ahora
jung,joven
junge,joven
kalt,frío
kalte,fría
kam,vino
kamen,vinieron
kann,puede
kannst,puedes
kannte,conocía
kaputt,roto
kauf,compra
kaufen,comprar
kaufte,compró
kaum,apenas
kehren,regresar
kehrt,regresa
kein,ningún
keine,ninguna
keinem,ninguno
keinen,ninguno
keiner,ninguno
kenne,conozco
kennen,conocer
kennenlernen,conocer
kennst,conoces
kennt,conoce
klang,sonó
klar,claro
klasse,fantástico
klein,pequeño
kleine,pequeña
kleinen,pequeños
kleiner,pequeño
kleines,pequeño
klingt,suena
kocht,cocina
komisch,extraño
kommen,venir
kommissar,comisario
kommunikation,comunicación
kompliment,cumplido
konfrontiert sehen,verse confrontado
kong,kong
konsequenz,consecuencia
kontakt,contacto
kontaktieren,contactar
kontrolle,control
konzert,concierto
kopf,cabeza
korea,corea
korrektur,corrección
kosten,costar
krach,ruido
kraft,fuerza
krank,enfermo
krankenhaus,hospital
krankenschwester,enfermera
krankenstation,estación médica
kratzer,rasguño
krawatte,corbata
kreatur,criatura
kreditkarte,tarjeta crédito
krieg,guerra
kriege,guerras
kriegen,conseguir
kriegst,conseguir
kriegt,conseguir
krone,corona
krusty,krusty
kugel,bola
kultur,cultura
kummer,pesar
kumpel,amigo
kurz,corto
kurzer,corto
kyle,kyle
können,poder
kündigen,renunciar
l,el
la,la
lachen,reír
lacht,ríe
lade,carga
laden,cargar
lady,dama
ladys,damas
lag,estuvo
lage,situación
lagen,estuvieron
lagerhaus,almacén
land,país
landet,llega
lane,carril
lang,largo
lange,largo
langsam,lento
lass,deja
lasse,deja
lassen,dejar
lasst,dejad
lauf,carrera
laufe,corro
laufen,correr
laut,alto
lautsprecher,altavoz
lawrence,lawrence
leben,vivir
lebt,vive
lebten,vivieron
lediglich,solamente
lee,lee
leere,vacío
leg,pierna
legal,legal
legen,colocar
legst,colocas
legt,coloca
legte,colocó
Lehrer,profesor
leiche,cadáver
leicht,fácil
leichte,fácil
leid,dolor
leiden,sufrir
leider,desafortunadamente
leine,correa
leiser,más bajo
leisten,permitirse
leitet,dirige
lennox,lennox
lenny,lenny
lernen,aprender
lernst,aprendes
lesen,leer
letzte,última
letzten,últimos
letztendlich,finalmente
letzter,último
letztes,último
leute,gente
leuten,gente
level,nivel
licht,luz
lichter,luces
lieb,querido
liebe,amor
lieben,amar
lieber,preferir
liebhaber,amante
liebling,querido
liebst,amas
liebt,ama
lied,canción
lief,fue
liege,estoy
liegen,estar
liegst,estás
liegt,está
lieutenant,teniente
lime,cal
linke,izquierdo
links,izquierda
linus,linus
lisa,lisa
liste,lista
live,en vivo
loch,agujero
lohn,sueldo
lohnt,vale
lord,señor
los,suelta
loser,perdedor
loszuwerden,deshacerse
louie,louie
love,amor
lst,último
luft,aire
lunge,pulmón
lungen,pulmones
lust,placer
lustig,gracioso
lustige,graciosa
luthor,luthor
lynn,lynn
ländlicher Raum,espacio rural
mach,haz
mache,hago
machen,hacer
machst,haces
macht,hace
macht Mut,da coraje
machte,hizo
machten,hicieron
mademoiselle,señorita
mafia,mafia
mag,gusta
magazin,revista
magst,gustas
major,mayor
makeup,maquillaje
mal,vez
mama,mamá
mami,mami
man,hombre
manchmal,a veces
manieren,modales
manipuliert,manipulado
mann,hombre
manny,manny
marc,marc
margaret,margarita
marge,marge
marines,marines
marissa,marissa
mark,marca
mars,marte
marvin,marvin
mary,mary
maschine,máquina
mason,mason
matthew,mateo
maul,boca
maus,ratón
max,max
mckay,mckay
medien,medios
medizin,medicina
medizinische,médico
meer,mar
meeting,reunión
mehr,más
mei,mayo
meilen,millas
mein,mío
meine,mía
meinem,mío
meinen,míos
meiner,mía
meines,mío
meinetwegen,por mí
meinst,piensas
meint,piensa
meinte,pensó
meinung,opinión
meisten,la mayoría
meister,maestro
melden,reportar
meldet,reporta
meldung,reporte
melissa,melissa
menge,cantidad
mensch,humano
menschen,humanos
menschlich,humano
menschliches Versagen,fallo humano
merkte,notó
messer,cuchillo
metall,metal
meter,medida
methode,método
methoden,métodos
mexikaner,mexicano
mhm,mhm
micah,mica
mich,me
michael,miguel
mickey,mickey
mike,mike
millionen,millones
milo,milo
minute,minuto
minuten,minutos
mir,me
miss,señorita
mission,misión
mist,error
mistkerl,idiota
mit,con
mitchell,mitchell
miteinander,entre sí
mitgebracht,traído
mitglieder,miembros
mitkommen,venir conmigo
mitnehmen,tomar
mitspielen,jugar
mitteilen,informar
mittels,mediante
mitten,medio
mm,mm
mmhmm,mmhmm
moe,moe
mom,mamá
moment,momento
monat,mes
monate,meses
monaten,meses
monica,mónica
monsieur,señor
monster,monstruo
moral,moral
mord,asesinato
mordes,asesinato
morgen,mañana
nachvollziehen,comprehender
ne,no
neben,junto a
nebenbei,incidentalmente
nichts,nada
niemals,nunca
niemand,ninguno
nimm,toma
noch,aún
nochmal,otra vez
normal,normal
offen,abierto
offenen,abiertos
offensichtlich,obvio
oft,a menudo
oh,oh
ohne,sin
ohnehin,de todos modos
ok,ok
okay,de acuerdo
online,en línea
opfert,ofrece
organisieren,organizar
organisiert,organizado
out,fuera
page,página
passe,ajusta
passieren,suceder
passiert,sucede
passt,ajusta
pendeln,commutar
perfekt,perfecto
perfekten,perfectos
plant,planta
plus,más
politische,política
pro,por
probiert,prueba
programmiert,programado
putzen,limpiar
quitt,libre
ran,fue
rannte,corrió
rate,califica
raus,fuera
rausgehen,salir
rausgekommen,salido
rauskommt,sale
rauszufinden,averiguar
realistisch,realista
rechnen,calcular
recht,correcto
rechts,derecha
rede,habla
reden,hablar
redest,hablas
redet,habla
redete,habló
reich,rico
reiche,ricas
reicht,suficiente
reif,maduro
rein,dentro
reingekommen,entrado
reist,viaja
reizend,encantador
reizvoll,atractivo
rennt,corre
respektiere,respeto
respektieren,respetar
rette,salva
retten,salvar
rettet,salva
richtig,correcto
richtige,correcta
richtigen,correctos
riechen,oler
riesig,enorme
riskant,riesgoso
riskieren,arriesgar
rosa,rosa
rot,rojo
routiniert,rutinario
rufen,llamar
ruh en,descansar
ruhig,tranquilo
rum,alrededor
runter,abajo
russisch,ruso
s,s
sagen,decir
sanft,suave
sauber,limpio
sauer,ácido
schaffen,lograr
schalten,cambiar
schauen,mirar
scheiden,separarse
scheinbar,aparentemente
scheinen,parecer
schicken,enviar
schieben,empujar
schiessen,disparar
schlafen,dormir
schlagen,golpear
schlau,listo
schlecht,malo
schlimm,malo
schmecken,gustar
schmerzen,doler
schnappen,atrapar
schnell,rápido
schon,ya
schrecklich,horrible
schreiben,escribir
schreien,gritar
schulden,deber
schuldig,culpable
schwanger,embarazada
schwarz,negro
schwer,pesado
schwierig,difícil
sechs,seis
sehen,ver
sehr,muy
sein,ser
seit,desde
selber,mismo
selbst,mismo
selbstfahrendes Auto,auto autónomo
seltsam,extraño
setzen,poner
sexuell,sexual
sich,se
sich erfreuen,regocijarse
sicher,seguro
sichern,asegurar
sicherstellen,asegurar
sie,ella
sieben,siete
singen,cantar
sitzen,sentarse
so,así
sobald,en cuanto
sodass,de modo que
sofort,inmediatamente
sogar,incluso
solange,mientras
solch,tal
sollen,deber
sondern,sino
sonst,de lo contrario
sorgen,preocupar
sowas,algo así
soweit,hasta donde
sowie,así como
sowieso,de todos modos
soziales Umfeld,entorno social
sozusagen,digamos
speziel,especial
spielen,jugar
spinnen,enloquecer
sprechen,hablar
sprengen,volar
springen,saltar
spürbar,perceptible
stabil,estable
stammen,derivar
stand,estar
starb,morir
stark,fuerte
starken,fortalecer
statt,lugar
stattdessen,alternativa
stattfinden,ocurrir
stecken,atascar
steckt,atascar
steckte,atascar
stehe,estar
stehen,estar
steht,estar
stelle,colocar
stellen,colocar
stellt,colocar
sterben,morir
still,quieto
stimmt,correcto
stirbt,morir
stolz,orgulloso
suche,buscar
suchen,buscar
sucht,buscar
super,súper
tanzen,bailar
tat,hacer
tauchte,bucear
teilen,compartir
telefoniert,telefonear
that,ese
the,el
tief,profundo
to,a
toll,fabuloso
tolle,fabuloso
tot,muerto
total,total
traf,conocer
tragen,llevar
traue,creer
traurig,triste
treffen,conocer
treibst,impulsar
trete,entrar
treu,fiel
trifft,conocer
trink,beber
trinken,beber
trinkst,beber
trostlos,desolado
trotzdem,aun así
tu,hacer
tue,hacer
tun,hacer
tust,hacer
tut,hacer
tvuserde,tvuserde
typisch,típico
uh,eh
um,alrededor
umarmen,abrazar
umbringen,matar
umdrehen,voltear
umgeben,rodear
umgebracht,matar
umlegen,derribar
umso,cuanto más
unangefochten,incontestable
unbedingt,definitivamente
und,y
ungeachtet,a pesar de
unglaublich,increíble
unglaubliche,increíble
uns,nosotros
unser,nuestro
unsere,nuestro
unserem,nuestro
unseren,nuestro
unserer,nuestro
unseres,nuestro
unsicher,inseguro
unsichtbar,invisible
unten,abajo
unter,bajo
unterbrochen,interrumpir
unterhalten,conversar
unterrichten,enseñar
unterscheiden,diferenciar
unterwegs,camino
unumgänglich sein,ser inevitable
verantwortlich,responsable
verarscht,bromear
verbessern,mejorar
verbinden,unir
verbreiten,esparcir
verbringen,dedicar
verdammt,maldito
verdammte,maldito
verdammten,maldito
verdanken,deber
verdienen,meritar
verdienst,ganancia
verdient,meritar
verfluchte,maldito
verfolgen,seguir
vergeht,transcurrir
vergessen,olvidar
vergewaltigt,violar
vergleichen,comparar
vergraben,enterrar
verhaftet,encarcelar
verheiratet,casado
verhindert,evitar
verkaufen,vender
verkauft,vender
verknallt,enamorado
verlassen,abandonar
verlegen,colocar
verlegt,colocar
verletzt,herir
verlieben,enamorarse
verliebt,enamorado
verlieren,perder
verlobt,desposado
verloren,perder
vermisst,añorar
verpasst,fallar
verpflichtet,obligar
verrate,traicionar
verraten,traicionar
verschaffen,conseguir
verschieben,postergar
verschwinden,desaparecer
verschwunden,desaparecer
versichere,asegurar
versorgt,cuidar
versprach,prometer
verspreche,prometer
versprochen,prometer
verstand,entender
verstanden,entender
verstecken,ocultar
versteckst,ocultar
versteckt,ocultar
verstehe,entender
verstehen,entender
verstehst,entender
versteht,entender
versuche,intentar
versuchen,intentar
versucht,intentar
versuchte,intentar
verteilen,distribuir
verteilt,distribuir
vertrauen,confiar
vertraust,confiar
vertreten,defender
verursachen,causar
verwunden,herir
verzahnt,entrelazado
verzeihung,perdón
verzichten auf,renunciar a
vieh,ganado
viel,mucho
vielmals,muchas veces
vier,cuatro
villa,villa
virus,virus
vision,visión
vogel,pájaro
volk,pueblo
vollidiot,idiota completo
vollkommen,completo
von der Hand zu weisen sein,ser irrefutable
vor Augen führen,mostrar ante los ojos
vorantreiben,impulsar
vorbei,pasado
vorbeikommen,pasar por
vorbild,modelo
vorgehen,proceder
vorgesetzter,jefe
vorkommen,ocurrir
vorne,delante
vorschrift,regulación
vorsicht,precaución
vorstellen,presentar
wachen,vigilar
waffe,arma
wagen,carro
wahl,elección
wahnsinn,locura
wahrheit,verdad
wahrnehmen als,percibir como
wald,bosque
wand,pared
war,ser
Wasser,agua
weder,ni
weg,lejos
weglaufen,escapar
wegnehmen,quitar
weh,doler
weib,mujer
weihnachten,navidad
weihnachtsmann,papá noel
weile,rato
Wein,vino
weise,manera
weisheit,sabiduría
weiter,más
weiterleiten,reenviar
weiß,saber
welch,cuál
welle,ola
welt,mundo
weltkrieg,guerra mundial
wem,a quién
wen,a quién
wenig,poco
weniger,menos
werkzeug,herramienta
wessen,de quién
whisky,whisky
wichser,idiota
widerlich,repugnante
widerstehen,resistir
wieder,de nuevo
wiederkommen,volver
wiedersehen,hasta la vista
wieso,por qué
wilde,salvaje
wille,voluntad
wind,viento
winkel,ángulo
wir,nosotros
wirken wie,actuar como
witwe,viuda
witz,chiste
witzig,gracioso
woche,semana
wochenende,fin de semana
wohnung,apartamento
wohnwagen,caravana
wohnzimmer,sala de estar
wonach,después de qué
wort,palabra
wovon,de qué
wovor,ante qué
wozu,para qué
wunde,herida
wunder,milagro
wunsch,deseo
z.b.,por ejemplo
zahn,diente
zaun,valla
zehn,diez
zeichen,signo
zeile,línea
zeit,tiempo
zeitung,periódico
zeitverschwendung,pérdida de tiempo
zelt,tienda
zentimeter,centímetro
zentrum,centro
zeremonie,ceremonia
zettel,papel
zeug,cosa
ziel,objetivo
zimmer,habitación
zirkus,circo
zivilisation,civilización
zivilist,civil
zoo,zoológico
zufolge,según
zug,tren
zugestimmt,acordado
zugriff,acceso
zuhause,casa
zukommen auf,corresponder a
zukunft,futuro
zum,al
zur,a la
zusammen,junto
zusammenarbeit,colaboración
zusammenarbeiten,colaborar
zusammenhang,conexión
zuvor,previamente
zwei,dos
zweit,segundo
zwerg,enano
zwilling,gemelo
zwischenzeit,intervalo
Öffentlichkeit,público
Ökologie,ecología
Überraschung erleben,experimentar una sorpresa
öffentliches Verkehrssystem,sistema de transporte público
Abschiedsszene,escena de despedida
Alleinstehende,persona soltera
Alltagsprodukt,producto cotidiano
Alltagssprache,lenguaje cotidiano
Ampelprinzip,principio del semáforo
Analyse,análisis
Angstreaktion,reacción de miedo
Anonymität,anonimato
Argumentation,argumentación
Assoziation,asociación
Attraktivität,atractivo
Ausgangspunkt,punto de partida
Auslandsaufenthalt,estancia en el extranjero
Auszubildenden,aprendices
Billiglohnland,país de salarios bajos
Biobaumwolltasche,bolsa de algodón orgánico
Bluthochdruck,hipertensión
Bundesfreiwilligendienst,servicio civil federal
Bundespolizei,policía federal
Bundestagsfraktion,grupo parlamentario
Bundestagswahl,elecciones federales
Choreographie,coreografía
Demenz,demencia
Diskussion,discusión
Distanz,distancia
Dokumentarfilm,documental
Drehbuchpreis,premio al guión
Eigeninitiative,iniciativa propia
Eingefrorenes,congelados
Einnahmequelle,fuente de ingresos
Elektrizität,electricidad
Elektrofahrzeugen,vehículos eléctricos
Elektromobilität,movilidad eléctrica
Emission,emisión
Emotion,emoción
Eventmanagement,gestión de eventos
Eventmarketing,marketing de eventos
Evolution,evolución
Expedition,expedición
Fachkräftemangel,escasez de mano de obra cualificada
Faszination,faszination
Feldtheorie,feldtheorie
Fiktion,fiktion
Flexibilität,flexibilität
Flugzeugabsturz,flugzeugabsturz
Formalität,formalität
Frauenzeitschrift,frauenzeitschrift
Freisprechanlage,freisprechanlage
Funktion,funktion
Funktionsweise,funktionsweise
Gebärdensprache,gebärdensprache
Gedankenschritt,gedankenschritt
Gedächtnisinhalt,gedächtnisinhalt
Gehirnaktivität,gehirnaktivität
Gemüsegeschäft,gemüsegeschäft
Geschäftsmodell,geschäftsmodell
Gesetze,gesetze
Gesetzesreform,gesetzesreform
Gesichtsausdruck,gesichtsausdruck
Gesprächsrunde,gesprächsrunde
Gleichaltrige,coetáneos
Gleichgewicht,gleichgewicht
Gravitation,gravitation
Grenzkontrolle,grenzkontrolle
Grundrecht,grundrecht
Hauptattraktion,hauptattraktion
Hilfsorganisation,hilfsorganisation
Hochtechnologie,hochtechnologie
Hochzeitsgeschenke,hochzeitsgeschenke
Honorarprofessur,honorarprofessur
Hospitation,hospitation
Identifikation,identifikation
Identität,identität
Immunsystem,immunsystem
Industrie,industrie
Industriestaat,industriestaat
Inflation,inflation
Informationen,informationen
Infrastruktur,infrastruktur
Injektion,injektion
Innenarchitektur,innenarchitektur
Innovation,innovation
Inspiration,inspiration
Intellektuelle,intellektuelle
Investition,investition
Investitionen,investitionen
Investorinnen,investorinnen
Isolation,isolation
Kalkulation,kalkulation
Kartoffelsuppe,kartoffelsuppe
Kaution,kaution
Klausurenphase,klausurenphase
Koalition,koalition
Kommunikation,kommunikation
Kommunikationsmittel,kommunikationsmittel
Kommunikationsstärke,kommunikationsstärke
Kompetenz,kompetenz
Komplexität,komplexität
Kondition,kondition
Konfliktpotential,konfliktpotential
Konfrontation,konfrontation
Kongresskarte,kongresskarte
Konkurrenz,konkurrenz
Konsequenz,konsequenz
Konsistenz,konsistenz
Konstellation,konstellation
Kontrollsystem,kontrollsystem
Konvention,konvention
Konzentration,konzentration
Konzept,konzept
Konzeption,konzeption
Koordination,koordination
Korruption,korruption
Kundenkontakt,kundenkontakt
Kühlsystem,kühlsystem
Landesgesetz,landesgesetz
Landessprache,landessprache
Langspielfilm,langspielfilm
Lexikonartikel,lexikonartikel
Lügengeschichte,lügengeschichte
Manipulation,manipulation
Massenprodukt,massenprodukt
Massenprotest,massenprotest
Mathematiktest,mathematiktest
Mechanismus,mechanismus
Menschenwürde,menschenwürde
Mentalität,mentalität
Mietpreisbremse,mietpreisbremse
Migrantenfamilie,migrantenfamilie
Migrantenkind,migrantenkind
Migrationsdrama,migrationsdrama
Mikrobiologie,mikrobiologie
Mittagsschlaf,mittagsschlaf
Mittagsschläfchen,mittagsschläfchen
Mobilfunknetz,mobilfunknetz
Motivation,motivation
Müllaufkommen,müllaufkommen
Nachhilfestunde,nachhilfestunde
Nachrichtenmagazin,nachrichtenmagazin
Nachwuchskraft,nachwuchskraft
Nation,nation
Nationalität,nationalität
Nationalsozialismus,nationalsozialismus
Naturkatastrophe,naturkatastrophe
Neutralität,neutralität
Notendurchschnitt,notendurchschnitt
Nährstoffmangel,nährstoffmangel
Onlinebanking,onlinebanking
Option,option
Organisation,organisation
Organismus,organismus
Parteivorsitz,parteivorsitz
Parteivorsitzende,parteivorsitzende
Pazifismus,pazifismus
Pessimismus,pessimismus
Plastikteilchen,plastikteilchen
Popularität,popularität
Position,position
Praktikumsbörse,praktikumsbörse
Praktikumszeit,praktikumszeit
Prinzip,prinzip
Produktion,produktion
Produktionskosten,produktionskosten
Produktionsstätte,produktionsstätte
Produktivität,produktivität
Projektmanagement,projektmanagement
Prominenz,prominenz
Promotion,promotion
Protestaktion,protestaktion
Provokation,provokation
Präsentation,präsentation
Präsentationssoftware,präsentationssoftware
Qualifikation,qualifikation
Reaktion,reaktion
Reaktionszeit,reaktionszeit
Realität,realität
Rechte,rechte
Reklamation,reklamation
Resignation,resignation
Revolution,revolution
Rundfunkanstalt,rundfunkanstalt
Schichtdienst,schichtdienst
Schicksalsschlag,schicksalsschlag
Schlossanlage,schlossanlage
Schlossgarten,schlossgarten
Schlussformel,schlussformel
Schlüsselwort,schlüsselwort
Schreibtischplatte,schreibtischplatte
Schriftzeichen,schriftzeichen
Schutzmaßnahme,schutzmaßnahme
Selbsthilfegruppe,selbsthilfegruppe
Selbsthilfegruppen,selbsthilfegruppen
Sensation,sensation
Spontaneität,spontaneität
Sprachenpolitik,sprachenpolitik
Sprachenvielfalt,sprachenvielfalt
Sprachkenntnisse,sprachkenntnisse
Staatsgeschäfte,staatsgeschäfte
Stadtbibliothek,stadtbibliothek
Strategie,strategie
Struktur,struktur
Strukturen,strukturen
Studentenwohnheim,studentenwohnheim
Substanz,substanz
Subvention,subvention
Systeme,systeme
Tendenz,tendenz
Textabschnitte,textabschnitte
Textzusammenhang,textzusammenhang
Theorie,theorie
Transparenz,transparenz
Transplantation,transplantation
Treibhauseffekt,treibhauseffekt
Umsteigebahnhof,umsteigebahnhof
Umweltkatastrophen,umweltkatastrophen
Virenschutzprogramm,virenschutzprogramm
Vision,vision
Vorbildfunktion,vorbildfunktion
Vorgesetzte,vorgesetzte
Vortragsreihe,vortragsreihe
Vulkanausbruch,vulkanausbruch
Weltgeschichte,weltgeschichte
Zukunftsvision,zukunftsvision
Zusammenbruch,zusammenbruch
Angeschlossen,conectado
Anspruchsvoll,exigente
Aufgeschlossen,abierto
Ausgeschlafen,descansado
Ausgeschlossen,excluido
Ausgesprochen,expresado
Ausgewechselt,sustituido
Ausnahmsweise,excepcionalmente
Aussagekräftig,elocuente
Ausschließlich,exclusivamente
Durchgehalten,soportado
Eindrucksvoll,impresionante
Entgegengebracht,mostrado
Expressionistisch,expresionista
Flächendeckend,integral
Fortschrittlich,progresivo
Gegenständlich,material
Gekennzeichneten,marcados
voraussichtlich,probablemente
wahrscheinlich,probablemente
sich wünschen,desear
zurechtkommen,arreglárselas
zurück/zurück-,de vuelta
zusammen/zusammen-,juntos
zusammenfassen,resumir
Abbau,reducción
Abfalltonne,contenedor de basura
Abgabe,entrega
Ablage,archivo
Ablauf,transcurso
Abnehmer,comprador
Abo,suscripción
Absage,cancelación
Absatz,párrafo
Absprache,acuerdo
Abstand,distancia
Abteil,compartimento
Abzug,deducción
Acht,atención
Ackerbau,agricultura
Adressen,direcciones
Akademie,academia
Akku,batería
Akkumulator,acumulador
Aktivist,activista
Akupunktur,acupuntura
Algorithmen,algoritmos
Algorithmus,algoritmo
Allergie,alergia
Allmählich,gradualmente
Alltagsszene,escena cotidiana
Amtssprache,idioma oficial
Analogie,analogía
Anbau,cultivo
Angel,caña de pescar
Angestellten,empleados
Angriff,ataque
Anlass,ocasión
Anliegen,asunto
Anprobe,prueba
Anregung,sugerencia
Anstieg,aumento
Anteil,parte
Antike,antigüedad
Antrieb,impulso
App,aplicación
Applaus,aplauso
Apps,aplicaciones
Argumente,argumentos
Armut,pobreza
Aroma,aroma
Aspekt,aspecto
Assistent,asistente
Atlantik,atlántico
Atmosphäre,atmósfera
Atmung,respiración
Audioguide,audioguía
Aufbau,estructura
Aufkommen,aparición
Auflage,edición
Aufruf,llamamiento
Aufsatz,ensayo
Aufsehen,sensación
Aufstieg,ascenso
Auftakt,inicio
Auftreten,aparición
Augen,ojos
Augenbraue,ceja
Ausbau,ampliación
Ausdauer,resistencia
Ausflügen,excursiones
Auslauf,ejercicio
Auslöser,desencadenante
Ausschlag,erupción
Ausstoß,emisión
Austausch,intercambio
Ausweg,salida
Auszeit,año sabático
Autonomie,autonomía
Bachelor,grado
Badesee,lago para bañarse
Bakterie,bacteria
Balance,equilibrio
Bammel,miedo
Bande,banda
Banklehre,formación bancaria
Banknote,billete
Banknoten,billetes
Banktresor,caja fuerte
Basis,base
Baumwolle,algodón
Bauwagen,caravana
Becher,vaso
Bedenken,dudas
Befehl,orden
Befinden,estado
Befragte,encuestados
Begabung,talento
Begriff,concepto
Beilage,guarnición
Benehmen,comportamiento
Besen,escoba
Betonung,énfasis
Bezug,referencia
Bildband,libro de fotografías
Blaue,azul
Blaumann,mono de trabajo
Blei,plomo
Blumenstrauß,ramo de flores
Blutdruck,presión arterial
Blutwert,valor sanguíneo
Branche,sector
Bremsen,frenos
Browser,navegador
Browsern,navegadores
Brustkorb,caja torácica
Brückenjahr,año puente
Buchdruck,imprenta
Budget,presupuesto
Bund,federación
Bundesgebiet,territorio federal
Bundestag,parlamento federal
Burgdame,dama del castillo
Burn-out,agotamiento
Busch,arbusto
Bäcker,panadero
Bälle,pelotas
Börsen,bolsas
Bücher,libros
Bühnenbild,escenografía
Bürokauffrau,administrativa
Bürokratie,burocracia
Camp,campamento
Campus,campus
Cartoon,caricatura
Catering,catering
Cello,violonchelo
Celsius,celsius
Checkliste,lista de verificación
Chemiker,químico
Chip,chip
Chronik,crónica
Coach,entrenador
Damm,dique
Date,cita
Daten,datos
Datenbank,base de datos
Datenschutz,protección de datos
Daumen,pulgar
Debatte,debate
Defizit,déficit
Demontage,desmontaje
Denkanstoß,estímulo para pensar
Denkpause,pausa para pensar
Design,diseño
Details,detalles
Detektiv,detective
Deutschen,alemanes
Deutschkurs,curso de alemán
Devise,lema
Diagnose,diagnóstico
Diagramm,diagrama
Diamant,diamante
Dichter,poeta
Diebstahl,robo
Dilemma,dilema
Disziplin,disciplina
Dokument,documento
Doppelklick,doble clic
Dozent,profesor universitario
Drehbuch,guión
Drehort,lugar de rodaje
Drittel,tercio
Drohung,amenaza
Drucktafel,placa de impresión
Durchbruch,avance
Durchfall,diarrea
Durchwahl,extensión
Dürre,sequía
E-autos,coches eléctricos
Effekt,efecto
Ehrenamt,voluntariado
Ehrentag,día de honor
Eidechse,lagarto
Eifer,celo
Eiffelturm,torre eiffel
Einblick,perspectiva
Eindringling,intruso
Einfuhr,importación
Eingabe,entrada
Eingangstür,puerta de entrada
Einheimische,nativos
Einigung,acuerdo
Einsatz,uso
Einschlag,impacto
Einschnitt,corte
Eintopf,guiso
Eintrag,entrada
Einzelfall,caso individual
Einzelhandel,comercio minorista
Ekel,asco
Element,elemento
Elite,élite
Empathie,empatía
Empörung,indignación
Endorphin,endorfina
Engagement,compromiso
Entwurf,borrador
Epidemie,epidemia
Erachten,opinión
Erhebung,encuesta
Erwerb,adquisición
Erzeuger,productor
Etappe,etapa
Euphorie,euforia
Event,evento
Examen,examen
Exemplar,ejemplar
Exfrau,exesposa
Exotik,exotismo
Experten,expertos
Fachanwalt,abogado especializado
Fachwelt,mundo profesional
Fachwort,término técnico
Fairness,fairness
Fakt,fakt
Fakultät,fakultät
Fantasiewelt,fantasiewelt
Fassade,fassade
Faust,faust
Faustregel,faustregel
Fazit,fazit
Feedback,feedback
Fernweh,fernweh
Festspiel,festspiel
Feuilleton,feuilleton
Filiale,filiale
Filme,filme
Films,films
Finanzamt,finanzamt
Finanzkrise,finanzkrise
Firewall,firewall
Firmen,firmen
Fischen,fischen
Fließband,fließband
Flut,flut
Flyer,flyer
Flüchtling,flüchtling
Flügel,flügel
Fokus,fokus
Folie,folie
Forelle,forelle
Formeln,formeln
Fotomontage,fotomontage
Frauen,frauen
Frauensache,frauensache
Friedhof,friedhof
Frust,frust
Früchte,früchte
Fächer,fächer
Führungszeugnis,führungszeugnis
Fülle,fülle
Gangsterkino,gangsterkino
Garn,garn
Gastronom,gastronom
Gastronomie,gastronomie
Gastroszene,gastroszene
Gatte,gatte
Gealterte,envejecidos
Gebildete,educados
Gedanken,gedanken
Gedächtnis,gedächtnis
Geflüchtete,geflüchtete
Gefährt,gefährt
Gefühle,gefühle
Gegenseitigkeit,gegenseitigkeit
