Deutsch_grundform,spanisch_grundform
Aufmerksamkeitsdefizit,déficit de atención
Aufrichtigkeit,sinceridad
Ausbau,expansión
Auseinandersetzung,confrontación
Ausgrenzung,exclusión
Auslese,selección
Ausprägung,manifestación
Ausrichtung,orientación
Austrag,resolución
Authentizität,autenticidad
Autorisation,autorización
Avantgarde,vanguardia
Bachelor,licenciatura
Bagatelle,bagatela
Ballast,lastre
bankenwesen,sistema bancario
Basisdemokratie,democracia de base
Bauindustrie,industria de construcción
Bedachtsamkeit,prudencia
Bedeutsamkeit,importancia
Bedrohung,amenaza
Befähigung,capacidad
Befangenheit,parcialidad
Befürwortung,apoyo
Begabtenförderung,promoción de talentos
Begleiterscheinung,fenómeno acompañante
Beistand,asistencia
Belastbarkeit,resistencia
Beleuchtung,iluminación
Benachteiligung,desventaja
Bereicherung,enriquecimiento
Bergbau,minería
Berichterstattung,cobertura informativa
Berühmtheit,celebridad
Beschilderung,señalización
Besiedlung,colonización
Bestrebung,aspiración
Betreuung,cuidado
Bevormundung,tutela
Bewältigung,superación
Bewunderung,admiración
Bezugnahme,referencia
Bibliographie,bibliografía
Bildhauer,escultor
Bildungsgrad,nivel educativo
bildungswesen,sistema educativo
Binnenmarkt,mercado interno
Biotechnologie,biotecnología
Blindheit,ceguera
Bonität,solvencia
Börsencrash,crash bursátil
Boxkampf,combate de boxeo
Brandstiftung,incendio provocado
Bruttosozialprodukt,producto interior bruto
Buchhandlung,librería
Bürgerkrieg,guerra civil
Bürgermeister,alcalde
Bürgertum,burguesía
Charakterisierung,caracterización
Chirurgie,cirugía
Computergrafik,gráficos por ordenador
Datenverarbeitung,procesamiento de datos
Datenschutz,protección de datos
Debüt,debut
Dekade,década
Demokratisierung,democratización
Demut,humildad
Denkmuster,patrón de pensamiento
Deportation,deportación
Deregulierung,desregulación
Despotismus,despotismo
Detailgenauigkeit,precisión al detalle
Devaluation,devaluación
Devise,divisa
Diagnosestellung,establecimiento de diagnóstico
Dialekt,dialecto
Digitalisierung,digitalización
Diktator,dictador
diplomarbeiten,tesis de grado
Direktheit,franqueza
Dirigent,director de orquesta
Diskriminierung,discriminación
Disziplin,disciplina
Dokumentation,documentación
Domestizierung,domesticación
Durchsetzung,imposición
durchsetzungsvermögen,capacidad de imposición
Durchschnittsalter,edad media
durchschnittseinkommen,ingresos medios
Echtheit,autenticidad
Edelstein,gema
Egoismus,egoísmo
Ehrgeiz,ambición
Eigenart,peculiaridad
Eigeninitiative,iniciativa propia
Eigenschaft,propiedad
Eigenverantwortung,responsabilidad personal
Eilbedürftigkeit,urgencia
Eindämmung,contención
Einfallsreichtum,ingeniosidad
Einflussnahme,influencia
einfühlungsvermögen,empatía
Eingliederung,integración
Einigung,acuerdo
Einkommensteuer,impuesto sobre la renta
Einschätzung,evaluación
Einschüchterung,intimidación
Einsicht,comprensión
Einsparung,ahorro
Einwanderung,inmigración
Einzelgänger,solitario
Eiszeit,era glacial
Elektrizität,electricidad
Embargo,embargo
Emanzipation,emancipación
Emigration,emigración
Empörung,indignación
Endlichkeit,finitud
Energieversorgung,suministro de energía
Engagementbereitschaft,disposición al compromiso
Entbehrung,privación
Entfremdung,alienación
Entgiftung,desintoxicación
Entmutigung,desaliento
Entwertung,devaluación
Entzündung,inflamación
Epik,épica
Erblindung,ceguera
Erderwärmung,calentamiento global
Erfahrungsaustausch,intercambio de experiencias
Erfindungsgeist,espíritu inventivo
Erforschung,exploración
Erfrierung,congelación
Erkundigung,consulta
Erlösung,redención
Ermutigung,estímulo
Eroberungsfeldzug,campaña de conquista
Ersatzlieferung,entrega de repuesto
Erschöpfung,agotamiento
Erstattung,reembolso
Erststimme,primer voto
Ertrag,rendimiento
Erwerbsunfähigkeit,incapacidad laboral
Eskalation,escalada
Establishment,establishment
Evangelium,evangelio
Eventualität,eventualidad
Exekutive,poder ejecutivo
Exil,exilio
Exklusivität,exclusividad
Expansion,expansión
Experimentierfreudigkeit,gusto por experimentar
Expertise,experiencia especializada
Exploitation,explotación
Exportwirtschaft,economía exportadora
Extremsport,deporte extremo
Fachbereich,área especializada
Fachkraft,especialista
Fachkunde,conocimiento especializado
Fahrverbot,prohibición de circulación
Fanatismus,fanatismo
Farbenblindheit,daltonismo
Fassungslosigkeit,perplejidad
Fehlentscheidung,decisión errónea
Fehlerlosigkeit,perfección
Feindseligkeit,hostilidad
Feldforschung,investigación de campo
Ferienreise,viaje de vacaciones
Fernstudium,estudios a distancia
Fertigstellung,finalización
Feststellung,constatación
Feuchtigkeit,humedad
Finanzierung,financiación
Finanzmarkt,mercado financiero
Fingerspitzengefühl,tacto
Firmengründung,creación de empresa
Fiskalpolitik,política fiscal
Flächendeckung,cobertura total
Flüchtlingshilfe,ayuda a refugiados
Flugverkehr,tráfico aéreo
Föderalismus,federalismo
Folklore,folklore
Formalisierung,formalización
Fortbildung,formación continua
Fortpflanzung,reproducción
Fotojournalismus,fotoperiodismo
Fragmentierung,fragmentación
Frankreich,Francia
Frauenbewegung,movimiento feminista
Frauenförderung,promoción de la mujer
Freihandel,libre comercio
Freisetzung,liberación
Freiwilligkeit,voluntariedad
Fremdenfeindlichkeit,xenofobia
Fremdsprache,lengua extranjera
Friedensbewegung,movimiento pacifista
Frustration,frustración
Führungsqualität,cualidad de liderazgo
Funktionalität,funcionalidad
Ganzheitlichkeit,integralidad
Gastfreundschaft,hospitalidad
Gastronomie,gastronomía
Geburtshilfe,obstetricia
Gedächtnisleistung,capacidad de memoria
geisteswissenschaften,humanidades
Gelassenheit,serenidad
Geldpolitik,política monetaria
Geltungsbereich,ámbito de aplicación
Gemeinschaftsgefühl,sentimiento comunitario
Genesung,recuperación
Gentechnik,ingeniería genética
Geometrie,geometría
Geopolitik,geopolítica
Gerüchteküche,rumores
Gesamtheit,totalidad
Gesamtschule,escuela integral
Geschäftsführung,dirección empresarial
Geschäftspartner,socio comercial
Gesellschaftskritik,crítica social
Gesetzgebung,legislación
Gesprächsführung,dirección de conversación
Gewaltanwendung,uso de la violencia
Gewerbegebiet,zona industrial
Gewerkschaftsmitglied,miembro del sindicato
Gewinnmaximierung,maximización de beneficios
Gewissheit,certeza
gipfeltreffen,cumbre
Globalisierung,globalización
Gottesdienst,servicio religioso
Graduierung,graduación
Grammatik,gramática
Großhandel,comercio mayorista
Großmacht,gran potencia
Grundbedürfnis,necesidad básica
Grundgesetz,ley fundamental
Grundkenntnisse,conocimientos básicos
Grundsatz,principio fundamental
Gruppenarbeit,trabajo en grupo
Gruppendynamik,dinámica de grupo
Güterverkehr,transporte de mercancías
Gymnasiallehrer,profesor de instituto
Haftpflicht,responsabilidad civil
Haltbarkeit,durabilidad
Handelsbilanz,balanza comercial
Handelspartner,socio comercial
Hauptstadt,capital
Haushaltsdefizit,déficit presupuestario
Haushaltspolitik,política presupuestaria
Heilmittel,remedio
Heimatland,país natal
Herrschaftsform,forma de gobierno
Hilfsbereitschaft,disposición a ayudar
Hinterfragung,cuestionamiento
Hintergrund,trasfondo
Hochschulabschluss,título universitario
Hollywoodfilm,película de Hollywood
Humanismus,humanismo
Hyperinflation,hiperinflación
Idealisierung,idealización
Ideenreichtum,riqueza de ideas
Identifikation,identificación
Identitätskrise,crisis de identidad
Immigration,inmigración
Immunität,inmunidad
Imperialismus,imperialismo
Implementation,implementación
Improvisation,improvisación
Individualisierung,individualización
Individualität,individualidad
Industrialisierung,industrialización
Industriearbeiter,trabajador industrial
Industriezweig,rama industrial
Inflation,inflación
Infotainment,infotainment
ingenieurwesen,ingeniería
Initiativrecht,derecho de iniciativa
Inkompetenz,incompetencia
Innenarchitektur,interiorismo
Innenministerium,ministerio del interior
Insiderhandel,abuso de información privilegiada
Insolvenz,insolvencia
Installation,instalación
Integrationsbereitschaft,disposición a la integración
Integrationspolitik,política de integración
Intellekt,intelecto
Intellektuelle,intelectual
Intensivierung,intensificación
Interaktion,interacción
Interessensvertretung,representación de intereses
Internationalität,internacionalidad
Interpretation,interpretación
Intervention,intervención
Investmentbank,banco de inversión
Investmentfonds,fondo de inversión
Irreführung,engaño
Islamismus,islamismo
Isolationismus,aislacionismo
Journalismus,periodismo
Jugendarbeitslosigkeit,desempleo juvenil
Jugendkriminalität,delincuencia juvenil
Kapazität,capacidad
Kapitalanlage,inversión de capital
Kapitalflucht,fuga de capitales
Kapitalmarkt,mercado de capitales
Karriereplanung,planificación de carrera
Katastrophe,catástrofe
Kaufmann,comerciante
Kennzeichnung,marcación
Kernenergie,energía nuclear
Kernfusion,fusión nuclear
Kindererziehung,educación infantil
kindergarten,jardín de infancia
Kinderpsychologie,psicología infantil
Kindertagesstätte,guardería
Kirchensteuer,impuesto eclesiástico
Klarstellung,aclaración
Klassenkampf,lucha de clases
Klimaschutz,protección climática
Klimawandel,cambio climático
Klostertradition,tradición monástica
Koexistenz,coexistencia
Kognition,cognición
Kollegenschaft,colegas
Kolonialismus,colonialismo
Kommerzialisierung,comercialización
Kommunalwahl,elecciones municipales
Kommunikationsmittel,medio de comunicación
Kommunismus,comunismo
Kompetition,competición
Komplementarität,complementariedad
Komplikation,complicación
Komponist,compositor
Konferenz,conferencia
Konfession,confesión
Konfliktlösung,resolución de conflictos
Konfrontation,confrontación
Konjunktur,coyuntura
Konkurrenzfähigkeit,competitividad
Konservativismus,conservadurismo
Konsumgesellschaft,sociedad de consumo
Kontroverse,controversia
Konzentrationslager,campo de concentración
Konzentrationsschwäche,falta de concentración
Konzernleitung,dirección del consorcio
Koordination,coordinación
Korrespondenz,correspondencia
Kosmetik,cosmética
Kraftfahrzeug,vehículo a motor
Kreditwürdigkeit,solvencia
Kriminalität,criminalidad
Kriminologie,criminología
Krisenbewältigung,superación de crisis
Krisenmanagement,gestión de crisis
Kulturgeschichte,historia cultural
Kulturpolitik,política cultural
Kunstgeschichte,historia del arte
Kunstwerk,obra de arte
Laboratorium,laboratorio
Landwirtschaft,agricultura
Lebenserwartung,esperanza de vida
Lebensführung,modo de vida
Lebensqualität,calidad de vida
Lebensstandard,nivel de vida
Lebensunterhalt,sustento
Lebensweise,estilo de vida
Legalität,legalidad
Legitimation,legitimación
Leistungsfähigkeit,capacidad de rendimiento
Leistungsgesellschaft,sociedad de rendimiento
Lernbereitschaft,disposición a aprender
Lernschwierigkeit,dificultad de aprendizaje
Liberalisierung,liberalización
Liberalismus,liberalismo
Lieferant,proveedor
Lobby,lobby
Lohnerhöhung,aumento salarial
Lohnpolitik,política salarial
Logik,lógica
Loyalität,lealtad
Luftverschmutzung,contaminación atmosférica
machenschaften,maquinaciones
Machtmissbrauch,abuso de poder
Machtstellung,posición de poder
Machtverteilung,distribución del poder
Managementberatung,consultoría de gestión
Marktwirtschaft,economía de mercado
Marktforschung,investigación de mercado
Massenkommunikation,comunicación de masas
Massenmedium,medio de comunicación de masas
Massenproduktion,producción en masa
Materialismus,materialismo
Medienpolitik,política mediática
Meinungsbildung,formación de opinión
Meinungsforschung,investigación de opinión
Menschenhandel,trata de personas
Menschenwürde,dignidad humana
Merkfähigkeit,capacidad de retención
Methodologie,metodología
Militarismus,militarismo
Millionär,millonario
Minderheit,minoría
Mindestlohn,salario mínimo
Missbrauch,abuso
Mitbestimmung,cogestión
Mittelstand,clase media
Modernisierung,modernización
Monarchie,monarquía
Monopol,monopolio
Motivation,motivación
Multiculturalismus,multiculturalismo
Museumsbesuch,visita al museo
Nachhaltigkeit,sostenibilidad
Nachkriegszeit,posguerra
Nachrichtendienst,servicio de inteligencia
Nahrungsmittel,alimentos
Nationalismus,nacionalismo
Nationalität,nacionalidad
Naturkatastrophe,desastre natural
Naturschutz,protección de la naturaleza
Naturwissenschaft,ciencias naturales
Nebeneffekt,efecto secundario
Nebentätigkeit,actividad secundaria
Negativität,negatividad
Neoliberalismus,neoliberalismo
Nervosität,nerviosismo
Netzwerk,red
Normalisierung,normalización
Normalität,normalidad
Nutzung,utilización
Objektivität,objetividad
Öffentlichkeitsarbeit,relaciones públicas
Ökologie,ecología
Ökonomie,economía
Oligarchie,oligarquía
Optimierung,optimización
Ordnungspolitik,política de regulación
Orientierungslosigkeit,desorientación
Paternalismus,paternalismo
Patriotismus,patriotismo
Persönlichkeitsentwicklung,desarrollo de la personalidad
Pianistin,pianista
Planung,planificación
Polarisierung,polarización
Populismus,populismo
Postmoderne,posmodernidad
Privatisierung,privatización
Problemlösung,resolución de problemas
Professionalisierung,profesionalización
Prognose,pronóstico
Prominenz,celebridad
Proportionalität,proporcionalidad
Prostitution,prostitución
Protektionismus,proteccionismo
Provokation,provocación
Psychoanalyse,psicoanálisis
Psychotherapie,psicoterapia
Publikation,publicación
Qualitätskontrolle,control de calidad
Rassismus,racismo
Rationalismus,racionalismo
Realismus,realismo
Rebellion,rebelión
Rechtsextremismus,extremismo de derecha
Rechtsprechung,jurisprudencia
Rechtsstaat,estado de derecho
Recycling,reciclaje
Reformation,reforma
Rehabilitierung,rehabilitación
Reichtum,riqueza
Reisebranche,sector turístico
Relativität,relatividad
Renaissance,renacimiento
Repression,represión
Reputation,reputación
Resignation,resignación
Risikobereitschaft,disposición al riesgo
Romantik,romanticismo
Rückgang,retroceso
Salmonellenvergiftung,intoxicación por salmonela
Säkularisierung,secularización
Satiriker,satirista
Scheidung,divorcio
Schichtarbeit,trabajo por turnos
Schizophrenie,esquizofrenia
Schlagzeile,titular
Schmiererei,pintada
Schöpfung,creación
Schuldenabbaupolitik,política de reducción de deuda
Schulpflicht,escolarización obligatoria
Schutzmaßnahme,medida de protección
Schwarzarbeit,trabajo en negro
Selbstbestimmung,autodeterminación
Selbstständigkeit,independencia
Selektion,selección
Sensibilität,sensibilidad
Sexualität,sexualidad
Sicherheitspolitik,política de seguridad
Skepsis,escepticismo
Sklaverei,esclavitud
Sofortmaßnahme,medida inmediata
Solidarität,solidaridad
Souveränität,soberanía
Sozialdemokratie,socialdemocracia
Sozialhilfe,ayuda social
Sozialkunde,educación social
Sozialpädagogik,pedagogía social
Sozialpolitik,política social
Sozialstaat,estado del bienestar
Sozialversicherung,seguridad social
Sozialwissenschaft,ciencias sociales
Spezialisierung,especialización
Spionage,espionaje
Spontaneität,espontaneidad
Sprachbarriere,barrera idiomática
Stabilität,estabilidad
Staatsbürgerschaft,ciudadanía
Staatsgewalt,poder del estado
Staatssicherheit,seguridad del estado
Standardisierung,estandarización
Statussymbol,símbolo de estatus
Stellenwert,importancia
Steuererhöhung,aumento de impuestos
Steuerpolitik,política fiscal
Steuervermeidung,evasión fiscal
Stigmatisierung,estigmatización
Stipendium,beca
Strukturwandel,cambio estructural
Subvention,subvención
suchtverhalten,comportamiento adictivo
Symbolik,simbolismo
Sympathie,simpatía
Terrorismus,terrorismo
Theateraufführung,representación teatral
Totalitarismus,totalitarismo
Transparenz,transparencia
Traumatisierung,traumatización
Turbokapitalismus,turbocapitalismo
Überalterung,envejecimiento
Übergangszeit,período de transición
Übertreibung,exageración
Umbruch,cambio radical
Umgestaltung,reestructuración
Umschulung,reconversión profesional
Umverteilung,redistribución
Umweltbelastung,carga ambiental
Umweltpolitik,política ambiental
Umweltschutz,protección ambiental
Umweltverschmutzung,contaminación ambiental
Umweltverträglichkeit,compatibilidad ambiental
Ungleichheit,desigualdad
Unternehmergeist,espíritu empresarial
Unternehmenskultur,cultura empresarial
Unternehmensführung,dirección empresarial
Vandalismus,vandalismo
